startTime,label,indiv,xcoord,ycoord,sidePlantSampled,phenology,circumStem,width,plantMeasurements__width2,plantMeasurements__height,height_sample,endTime
2018-07-07T19:10:33.540Z,3_1_6_7,7,18,32,,flowering,NA,160,70,69,24,2018-07-07T20:19:07.179Z
2018-07-07T19:15:40.259Z,3_1_6_8,8,17,36,,flowering,NA,56,50,36,20,2018-07-07T20:19:07.179Z
2018-07-07T19:20:31.943Z,3_1_6_9,9,16,40,,flowering,NA,80,48,23,15,2018-07-07T20:19:07.179Z
2018-07-07T19:30:47.774Z,3_1_7_1,1,2,25,,flowering,NA,4,5,2,1,2018-07-07T20:19:07.179Z
2018-07-07T20:17:12.492Z,3_1_7_10,10,10,0,,flowering,NA,9,10,2,1,2018-07-07T20:19:07.179Z
2018-07-07T19:41:48.242Z,3_1_7_2,2,3,23,,flowering,NA,10,8,2,1,2018-07-07T20:19:07.179Z
2018-07-07T19:44:18.325Z,3_1_7_3,3,1,24,,flowering,NA,9,8,3,2,2018-07-07T20:19:07.179Z
2018-07-07T19:49:08.720Z,3_1_7_4,4,1,26,,flowering,NA,15,14,3,2,2018-07-07T20:19:07.179Z
2018-07-07T19:53:30.481Z,3_1_7_5,5,0,26,,flowering,NA,12,8,3,2,2018-07-07T20:19:07.179Z
2018-07-07T19:57:47.839Z,3_1_7_6,6,6,29,,flowering,NA,10,9,3,2,2018-07-07T20:19:07.179Z
2018-07-07T20:06:30.359Z,3_1_7_7,7,7,32,,flowering,NA,8,8,2,1,2018-07-07T20:19:07.179Z
2018-07-07T20:07:27.164Z,3_1_7_8,8,2,14,,flowering,NA,5,6,1,1,2018-07-07T20:19:07.179Z
2018-07-07T20:13:25.891Z,3_1_7_9,9,3,0,,flowering,NA,11,10,2,1,2018-07-07T20:19:07.179Z
2018-07-05T17:38:15.661Z,3_2_1_1,1,40,6,,fruiting,35.56,264.16,248.92,1260,170.18,2018-07-06T22:25:40.136Z
2018-07-05T19:44:01.195Z,3_2_1_10,10,48,33,,fruiting,99.06,929.64,543.56,1890,215.9,2018-07-06T22:25:40.136Z
2018-07-05T18:24:02.627Z,3_2_1_2,2,25,32,,fruiting,91.44,492.76,365.76,2160,215.9,2018-07-06T22:25:40.136Z
2018-07-05T18:37:07.025Z,3_2_1_3,3,37,28,,fruiting,86.36,619.76,365.76,2060,177.8,2018-07-06T22:25:40.136Z
2018-07-05T18:46:04.295Z,3_2_1_4,4,15,45,,fruiting,142.24,782.32,528.32,2560,73.66,2018-07-06T22:25:40.136Z
2018-07-05T18:57:40.379Z,3_2_1_5,5,2,43,,fruiting,101.6,586.74,474.98,1860,114.3,2018-07-06T22:25:40.136Z
2018-07-05T19:08:17.472Z,3_2_1_6,6,50,30,,fruiting,68.58,492.76,447.04,1300,139.7,2018-07-06T22:25:40.136Z
2018-07-05T19:18:43.057Z,3_2_1_7,7,48,1,,vegetative,10.16,152.4,104.14,250,116.84,2018-07-06T22:25:40.136Z
2018-07-05T19:27:17.727Z,3_2_1_8,8,19,12,,fruiting,83.82,629.92,487.68,1560,195.58,2018-07-06T22:25:40.136Z
2018-07-05T19:37:54.622Z,3_2_1_9,9,25,28,,fruiting,76.2,518.16,477.52,1760,215.9,2018-07-06T22:25:40.136Z
2018-07-05T19:58:15.493Z,3_2_2_1,1,46,36,,vegetative,NA,60.96,60.96,60,76.2,2018-07-06T22:25:40.136Z
2018-07-05T21:27:53.822Z,3_2_2_10,10,36,44,,vegetative,40.64,391.16,365.76,860,172.72,2018-07-06T22:25:40.136Z
2018-07-05T20:26:37.719Z,3_2_2_2,2,0,40,,vegetative,NA,365.76,320.04,420,162.56,2018-07-06T22:25:40.136Z
2018-07-05T20:33:26.934Z,3_2_2_3,3,41,26,,vegetative,NA,81.28,53.34,36,45.72,2018-07-06T22:25:40.136Z
2018-07-05T20:41:59.773Z,3_2_2_4,4,45,40,,vegetative,111.76,904.24,731.52,1660,226.06,2018-07-06T22:25:40.136Z
2018-07-05T20:49:02.529Z,3_2_2_5,5,8,15,,vegetative,NA,63.5,53.34,62,76.2,2018-07-06T22:25:40.136Z
2018-07-05T20:55:23.835Z,3_2_2_6,6,2,43,,vegetative,20.32,406.4,365.76,550,152.4,2018-07-06T22:25:40.136Z
2018-07-05T21:05:25.660Z,3_2_2_7,7,5,46,,vegetative,68.58,650.24,533.4,1260,190.5,2018-07-06T22:25:40.136Z
2018-07-05T21:15:07.872Z,3_2_2_8,8,9,20,,vegetative,NA,335.28,172.72,57,91.44,2018-07-06T22:25:40.136Z
2018-07-05T21:19:26.941Z,3_2_2_9,9,18,45,,vegetative,53.34,548.64,441.96,1160,177.8,2018-07-06T22:25:40.136Z
2018-07-05T21:36:14.387Z,3_2_3_1,1,28,4,,fruiting,NA,25.4,15.24,63.5,10.16,2018-07-06T22:25:40.136Z
2018-07-06T16:17:14.964Z,3_2_3_10,10,6,22,,fruiting,NA,10.16,15.24,55.88,7.62,2018-07-06T22:25:40.136Z
2018-07-06T15:26:54.815Z,3_2_3_2,2,16,20,,fruiting,NA,12.7,10.16,81.28,10.16,2018-07-06T22:25:40.136Z
2018-07-06T15:36:16.727Z,3_2_3_3,3,28,45,,fruiting,NA,10.16,10.16,53.34,7.62,2018-07-06T22:25:40.136Z
2018-07-06T15:41:53.766Z,3_2_3_4,4,0,16,,fruiting,NA,17.78,22.86,53.34,7.62,2018-07-06T22:25:40.136Z
2018-07-06T15:47:55.614Z,3_2_3_5,5,24,12,,fruiting,NA,27.94,25.4,63.5,10.16,2018-07-06T22:25:40.136Z
2018-07-06T15:53:40.145Z,3_2_3_6,6,31,48,,fruiting,NA,7.62,7.62,60.96,5.08,2018-07-06T22:25:40.136Z
2018-07-06T15:59:32.359Z,3_2_3_7,7,41,4,,fruiting,NA,12.7,10.16,60.96,5.08,2018-07-06T22:25:40.136Z
2018-07-06T16:08:08.794Z,3_2_3_8,8,31,30,,fruiting,NA,20.32,22.86,40.64,7.62,2018-07-06T22:25:40.136Z
2018-07-06T16:12:35.540Z,3_2_3_9,9,25,8,,fruiting,NA,45.72,27.94,53.34,10.16,2018-07-06T22:25:40.136Z
2018-07-06T16:22:28.901Z,3_2_4_1,1,0,28,,fruiting,NA,22.86,20.32,38.1,15.24,2018-07-06T22:25:40.136Z
2018-07-06T17:15:11.971Z,3_2_4_10,10,48,29,,fruiting,NA,25.4,27.94,20.32,5.08,2018-07-06T22:25:40.136Z
2018-07-06T16:34:32.561Z,3_2_4_2,2,10,18,,fruiting,NA,45.72,35.56,68.58,40.64,2018-07-06T22:25:40.136Z
2018-07-06T16:39:41.829Z,3_2_4_3,3,18,11,,fruiting,NA,60.96,45.72,55.88,12.7,2018-07-06T22:25:40.136Z
2018-07-06T16:44:12.131Z,3_2_4_4,4,25,4,,fruiting,NA,33.02,25.4,40.64,27.94,2018-07-06T22:25:40.136Z
2018-07-06T16:49:08.383Z,3_2_4_5,5,28,2,,fruiting,NA,17.78,10.16,17.78,10.16,2018-07-06T22:25:40.136Z
2018-07-06T16:56:54.579Z,3_2_4_6,6,49,20,,fruiting,NA,25.4,20.32,25.4,10.16,2018-07-06T22:25:40.136Z
2018-07-06T17:00:26.719Z,3_2_4_7,7,46,24,,fruiting,NA,48.26,30.48,48.26,22.86,2018-07-06T22:25:40.136Z
2018-07-06T17:03:55.188Z,3_2_4_8,8,50,29,,fruiting,NA,25.4,20.32,45.72,15.24,2018-07-06T22:25:40.136Z
2018-07-06T17:08:12.773Z,3_2_4_9,9,50,29,,fruiting,NA,35.56,30.48,48.26,22.86,2018-07-06T22:25:40.136Z
2018-07-06T17:16:33.793Z,3_2_5_1,1,0,46,,flowering,NA,96.52,45.72,55.88,40.64,2018-07-06T22:25:40.136Z
2018-07-06T18:08:33.662Z,3_2_5_10,10,NA,NA,,NA,NA,NA,NA,NA,NA,2018-07-06T22:25:40.136Z
2018-07-06T17:32:36.861Z,3_2_5_2,2,25,50,,flowering,NA,45.72,48.26,45.72,25.4,2018-07-06T22:25:40.136Z
2018-07-06T17:40:22.110Z,3_2_5_3,3,25,48,,flowering,NA,76.2,55.88,63.5,38.1,2018-07-06T22:25:40.136Z
2018-07-06T17:41:28.804Z,3_2_5_4,4,28,42,,flowering,NA,35.56,27.94,45.72,25.4,2018-07-06T22:25:40.136Z
2018-07-06T17:46:32.744Z,3_2_5_5,5,29,43,,flowering,NA,114.3,83.82,53.34,38.1,2018-07-06T22:25:40.136Z
2018-07-06T17:49:53.670Z,3_2_5_6,6,30,42,,flowering,NA,38.1,30.48,53.34,22.86,2018-07-06T22:25:40.136Z
2018-07-06T17:54:26.749Z,3_2_5_7,7,30,41,,flowering,NA,58.42,48.26,40.64,33.02,2018-07-06T22:25:40.136Z
2018-07-06T17:58:38.671Z,3_2_5_8,8,30,40,,flowering,NA,58.42,43.18,45.72,30.48,2018-07-06T22:25:40.136Z
2018-07-06T18:04:11.586Z,3_2_5_9,9,33,41,,flowering,NA,40.64,45.72,45.72,38.1,2018-07-06T22:25:40.136Z
2018-07-06T18:50:00.071Z,3_2_6_1,1,17,25,,flowering,NA,38.1,25.4,48.26,35.56,2018-07-06T22:25:40.136Z
2018-07-06T19:34:59.329Z,3_2_6_10,10,2,48,,flowering,NA,17.78,12.7,30.48,12.7,2018-07-06T22:25:40.136Z
2018-07-06T18:51:30.075Z,3_2_6_2,2,22,15,,flowering,NA,43.18,20.32,30.48,17.78,2018-07-06T22:25:40.136Z
2018-07-06T18:56:01.096Z,3_2_6_3,3,21,24,,flowering,NA,45.72,45.72,30.48,22.86,2018-07-06T22:25:40.136Z
2018-07-06T19:02:00.433Z,3_2_6_4,4,33,44,,flowering,NA,48.26,35.56,25.4,15.24,2018-07-06T22:25:40.136Z
2018-07-06T19:06:45.340Z,3_2_6_5,5,24,45,,flowering,NA,48.26,45.72,50.8,25.4,2018-07-06T22:25:40.136Z
2018-07-06T19:11:18.655Z,3_2_6_6,6,9,43,,flowering,NA,63.5,50.8,53.34,25.4,2018-07-06T22:25:40.136Z
2018-07-06T19:15:35.986Z,3_2_6_7,7,10,21,,flowering,NA,22.86,25.4,35.56,15.24,2018-07-06T22:25:40.136Z
2018-07-06T19:22:43.765Z,3_2_6_8,8,6,50,,flowering,NA,38.1,38.1,50.8,38.1,2018-07-06T22:25:40.136Z
2018-07-06T19:32:10.332Z,3_2_6_9,9,50,34,,flowering,NA,35.56,38.1,48.26,27.94,2018-07-06T22:25:40.136Z
2018-07-06T19:40:51.083Z,3_2_7_1,1,15,4,,flowering,NA,20.32,15.24,27.94,10.16,2018-07-06T22:25:40.136Z
2018-07-06T20:37:54.615Z,3_2_7_10,10,14,48,,fruiting,NA,12.7,17.78,20.32,12.7,2018-07-06T22:25:40.136Z
2018-07-06T20:01:04.292Z,3_2_7_2,2,16,14,,flowering,NA,20.32,10.16,27.94,10.16,2018-07-06T22:25:40.136Z
2018-07-06T20:02:08.815Z,3_2_7_3,3,24,3,,flowering,NA,22.86,17.78,33.02,10.16,2018-07-06T22:25:40.136Z
2018-07-06T20:07:23.201Z,3_2_7_4,4,10,12,,fruiting,NA,15.24,17.78,30.48,12.7,2018-07-06T22:25:40.136Z
2018-07-06T20:11:37.488Z,3_2_7_5,5,21,26,,flowering,NA,17.78,12.7,33.02,12.7,2018-07-06T22:25:40.136Z
2018-07-06T20:16:06.832Z,3_2_7_6,6,26,37,,flowering,NA,20.32,17.78,22.86,7.62,2018-07-06T22:25:40.136Z
2018-07-06T20:21:13.041Z,3_2_7_7,7,7,14,,flowering,NA,20.32,22.86,40.64,12.7,2018-07-06T22:25:40.136Z
2018-07-06T20:25:47.682Z,3_2_7_8,8,50,16,,flowering,NA,25.4,20.32,33.02,15.24,2018-07-06T22:25:40.136Z
2018-07-06T20:32:26.850Z,3_2_7_9,9,14,40,,flowering,NA,22.86,15.24,22.86,7.62,2018-07-06T22:25:40.136Z
2018-07-31T16:28:14.611Z,3_3_1_1,1,33,29,NA,flowering,NA,14,12,25,5,2018-08-03T16:40:04.927Z
2018-07-31T17:10:40.752Z,3_3_1_10,10,19,0,NA,flowering,NA,10,9,32,6,2018-08-03T16:40:04.927Z
2018-07-31T16:32:23.847Z,3_3_1_2,2,32,32,NA,flowering,NA,14,8,36,7,2018-08-03T16:40:04.927Z
2018-07-31T16:36:40.487Z,3_3_1_3,3,46,29,NA,flowering,NA,9,7,15,3,2018-08-03T16:40:04.927Z
2018-07-31T16:41:11.139Z,3_3_1_4,4,50,34,NA,flowering,NA,5,3,20,7,2018-08-03T16:40:04.927Z
2018-07-31T16:44:54.657Z,3_3_1_5,5,31,47,NA,flowering,NA,14,8,30,8,2018-08-03T16:40:04.927Z
2018-07-31T16:50:22.050Z,3_3_1_6,6,3,29,NA,flowering,NA,14,8,36,8,2018-08-03T16:40:04.927Z
2018-07-31T16:56:20.012Z,3_3_1_7,7,27,14,NA,flowering,NA,15,9,26,6,2018-08-03T16:40:04.927Z
2018-07-31T17:01:42.592Z,3_3_1_8,8,25,11,NA,flowering,NA,10,7,12,3,2018-08-03T16:40:04.927Z
2018-07-31T17:06:00.339Z,3_3_1_9,9,22,3,NA,flowering,NA,10,6,29,2,2018-08-03T16:40:04.927Z
2018-07-31T17:16:05.803Z,3_3_2_1,1,24,25,NA,flowering,NA,25,24,16,3,2018-08-03T16:40:04.927Z
2018-07-31T18:09:07.687Z,3_3_2_10,10,3,24,NA,flowering,NA,35,20,25,8,2018-08-03T16:40:04.927Z
2018-07-31T17:31:43.531Z,3_3_2_2,2,32,23,NA,flowering,NA,5,5,10,3,2018-08-03T16:40:04.927Z
2018-07-31T17:34:39.301Z,3_3_2_3,3,36,16,NA,flowering,NA,25,19,22,5,2018-08-03T16:40:04.927Z
2018-07-31T17:41:03.172Z,3_3_2_4,4,22,7,NA,flowering,NA,NA,NA,12,3,2018-08-03T16:40:04.927Z
2018-07-31T17:44:31.163Z,3_3_2_5,5,45,31,NA,flowering,NA,20,15,22,5,2018-08-03T16:40:04.927Z
2018-07-31T17:49:54.366Z,3_3_2_6,6,45,39,NA,flowering,NA,27,27,19,5,2018-08-03T16:40:04.927Z
2018-07-31T17:54:17.859Z,3_3_2_7,7,31,47,NA,flowering,NA,36,21,22,8,2018-08-03T16:40:04.927Z
2018-07-31T18:00:07.416Z,3_3_2_8,8,22,45,NA,flowering,NA,17,12,15,5,2018-08-03T16:40:04.927Z
2018-07-31T18:04:17.968Z,3_3_2_9,9,8,40,NA,flowering,NA,25,13,20,5,2018-08-03T16:40:04.927Z
2018-07-31T18:14:36.707Z,3_3_3_1,1,21,24,NA,flowering,NA,50,50,24,7,2018-08-03T16:40:04.927Z
2018-07-31T19:13:57.434Z,3_3_3_10,10,50,25,NA,flowering,NA,NA,NA,23,6,2018-08-03T16:40:04.927Z
2018-07-31T18:31:58.109Z,3_3_3_2,2,14,30,NA,flowering,NA,12,11,15,5,2018-08-03T16:40:04.927Z
2018-07-31T18:36:51.410Z,3_3_3_3,3,5,28,NA,flowering,NA,19,17,26,8,2018-08-03T16:40:04.927Z
2018-07-31T18:41:22.134Z,3_3_3_4,4,0,24,NA,flowering,NA,12,8,15,5,2018-08-03T16:40:04.927Z
2018-07-31T18:46:22.345Z,3_3_3_5,5,8,16,NA,flowering,NA,7,7,26,7,2018-08-03T16:40:04.927Z
2018-07-31T18:50:48.016Z,3_3_3_6,6,22,7,NA,flowering,NA,8,7,23,5,2018-08-03T16:40:04.927Z
2018-07-31T18:58:15.115Z,3_3_3_7,7,25,3,NA,flowering,NA,10,8,28,5,2018-08-03T16:40:04.927Z
2018-07-31T19:03:20.866Z,3_3_3_8,8,33,5,NA,flowering,NA,12,8,29,6,2018-08-03T16:40:04.927Z
2018-07-31T19:09:13.056Z,3_3_3_9,9,50,7,NA,flowering,NA,5,5,17,5,2018-08-03T16:40:04.927Z
2018-07-31T19:19:00.318Z,3_3_4_1,1,44,25,NA,flowering,NA,80,67,4,2,2018-08-03T16:40:04.927Z
2018-07-31T19:29:16.647Z,3_3_4_2,2,44,27,NA,flowering,NA,39,25,4,2,2018-08-03T16:40:04.927Z
2018-07-31T19:34:24.763Z,3_3_4_3,3,47,29,NA,flowering,NA,140,35,5,3,2018-08-03T16:40:04.927Z
2018-07-31T19:39:08.561Z,3_3_4_4,4,47,49,NA,flowering,NA,70,45,4,3,2018-08-03T16:40:04.927Z
2018-07-31T19:44:31.333Z,3_3_4_5,5,49,36,NA,flowering,NA,55,50,4,3,2018-08-03T16:40:04.927Z
2018-07-31T19:49:06.601Z,3_3_4_6,6,50,23,NA,flowering,NA,90,76,4,3,2018-08-03T16:40:04.927Z
2018-07-31T19:53:44.352Z,3_3_4_7,7,49,20,NA,flowering,NA,370,140,4,3,2018-08-03T16:40:04.927Z
2018-07-31T20:00:24.631Z,3_3_4_8,8,46,10,NA,flowering,NA,50,46,4,3,2018-08-03T16:40:04.927Z
2018-07-31T20:04:42.346Z,3_3_4_9,9,38,31,NA,flowering,NA,140,115,4,3,2018-08-03T16:40:04.927Z
2018-07-31T20:15:15.943Z,3_3_5_1,1,25,26,NA,flowering,NA,6,5,16,3,2018-08-03T16:40:04.927Z
2018-07-31T21:13:29.333Z,3_3_5_10,10,35,47,NA,flowering,NA,6,6,25,6,2018-08-03T16:40:04.927Z
2018-07-31T20:31:44.327Z,3_3_5_2,2,1,39,NA,flowering,NA,8,4,21,4,2018-08-03T16:40:04.927Z
2018-07-31T20:36:25.871Z,3_3_5_3,3,36,23,NA,flowering,NA,10,9,14,5,2018-08-03T16:40:04.927Z
2018-07-31T20:44:20.924Z,3_3_5_4,4,31,17,NA,flowering,NA,9,7,18,5,2018-08-03T16:40:04.927Z
2018-07-31T20:51:12.848Z,3_3_5_5,5,47,30,NA,flowering,NA,27,25,20,5,2018-08-03T16:40:04.927Z
2018-07-31T20:54:45.648Z,3_3_5_6,6,0,35,NA,flowering,NA,6,5,16,4,2018-08-03T16:40:04.927Z
2018-07-31T21:00:14.681Z,3_3_5_7,7,11,26,NA,flowering,NA,25,17,17,6,2018-08-03T16:40:04.927Z
2018-07-31T21:04:18.086Z,3_3_5_8,8,1,14,NA,flowering,NA,7,6,10,5,2018-08-03T16:40:04.927Z
2018-07-31T21:08:35.837Z,3_3_5_9,9,6,28,NA,flowering,NA,6,6,15,5,2018-08-03T16:40:04.927Z
2018-07-31T21:19:32.183Z,3_3_6_1,1,32,47,NA,flowering,NA,93,81,49,14,2018-08-03T16:40:04.927Z
2018-07-31T22:09:32.421Z,3_3_6_10,10,8,12,NA,flowering,NA,35,14,38,8,2018-08-03T16:40:04.927Z
2018-07-31T21:35:05.563Z,3_3_6_2,2,31,47,NA,flowering,NA,85,83,58,25,2018-08-03T16:40:04.927Z
2018-07-31T21:40:41.505Z,3_3_6_3,3,31,46,NA,flowering,NA,89,60,53,20,2018-08-03T16:40:04.927Z
2018-07-31T21:42:37.381Z,3_3_6_4,4,6,49,NA,flowering,NA,72,60,42,20,2018-08-03T16:40:04.927Z
2018-07-31T21:48:06.262Z,3_3_6_5,5,7,50,NA,flowering,NA,106,100,60,20,2018-08-03T16:40:04.927Z
2018-07-31T21:52:24.948Z,3_3_6_6,6,6,45,NA,flowering,NA,60,48,35,9,2018-08-03T16:40:04.927Z
2018-07-31T21:56:35.828Z,3_3_6_7,6,6,43,NA,flowering,NA,17,9,33,14,2018-08-03T16:40:04.927Z
2018-07-31T22:00:31.651Z,3_3_6_8,8,0,35,NA,flowering,NA,50,30,36,14,2018-08-03T16:40:04.927Z
2018-07-31T22:04:47.021Z,3_3_6_9,9,8,17,NA,flowering,NA,90,80,47,20,2018-08-03T16:40:04.927Z
2018-07-31T22:13:43.535Z,3_3_7_1,1,27,11,NA,flowering,NA,19,15,27,10,2018-08-03T16:40:04.927Z
2018-08-01T16:11:47.794Z,3_3_7_10,10,25,36,NA,fruiting,NA,25,16,42,25,2018-08-03T16:40:04.927Z
2018-08-01T15:42:43.028Z,3_3_7_2,2,27,12,NA,vegetative,NA,30,25,17,10,2018-08-03T16:40:04.927Z
2018-08-01T15:46:08.199Z,3_3_7_3,3,26,6,NA,fruiting,NA,53,20,45,25,2018-08-03T16:40:04.927Z
2018-08-01T15:48:58.733Z,3_3_7_4,4,26,8,NA,vegetative,NA,37,30,31,20,2018-08-03T16:40:04.927Z
2018-08-01T15:50:37.080Z,3_3_7_5,5,25,10,NA,fruiting,NA,20,13,29,12,2018-08-03T16:40:04.927Z
2018-08-01T15:55:33.381Z,3_3_7_6,6,26,12,NA,fruiting,NA,66,33,36,20,2018-08-03T16:40:04.927Z
2018-08-01T15:59:35.917Z,3_3_7_7,7,10,25,NA,fruiting,NA,41,24,40,15,2018-08-03T16:40:04.927Z
2018-08-01T16:04:13.729Z,3_3_7_8,8,31,37,NA,fruiting,NA,34,36,28,8,2018-08-03T16:40:04.927Z
2018-08-01T16:08:45.879Z,3_3_7_9,9,32,37,NA,flowering,NA,25,19,24,13,2018-08-03T16:40:04.927Z
2018-07-16T17:24:55.978Z,4_1_1_1,1,18,32,north,fruiting,NA,112,81,20,6,2018-07-20T15:48:00.546Z
2018-07-16T18:27:15.790Z,4_1_1_10,10,32,26,north,fruiting,NA,210,130,16,6,2018-07-20T15:48:00.546Z
2018-07-16T17:40:57.593Z,4_1_1_2,2,43,41,south,flowering,NA,170,100,21,4,2018-07-20T15:48:00.546Z
2018-07-16T17:47:15.054Z,4_1_1_3,3,24,25,north,flowering,NA,210,180,10,5,2018-07-20T15:48:00.546Z
2018-07-16T17:53:49.776Z,4_1_1_4,4,24,36,north,flowering,NA,300,222,30,25,2018-07-20T15:48:00.546Z
2018-07-16T18:01:28.512Z,4_1_1_5,5,16,25,west,flowering,NA,151,155,21,13,2018-07-20T15:48:00.546Z
2018-07-16T18:06:17.163Z,4_1_1_6,6,13,11,east,flowering,NA,107,87,12,6,2018-07-20T15:48:00.546Z
2018-07-16T18:13:04.949Z,4_1_1_7,7,26,31,north,flowering,NA,132,106,31,16,2018-07-20T15:48:00.546Z
2018-07-16T18:17:06.174Z,4_1_1_8,8,49,49,east,fruiting,NA,131,41,42,10,2018-07-20T15:48:00.546Z
2018-07-16T18:22:34.622Z,4_1_1_9,9,45,17,north,fruiting,NA,175,160,24,4,2018-07-20T15:48:00.546Z
2018-07-16T18:36:04.240Z,4_1_2_1,1,10,30,NA,flowering,NA,4,4,15,3,2018-07-20T15:48:00.546Z
2018-07-16T21:05:58.741Z,4_1_2_10,10,45,8,NA,flowering,NA,3,2,11,3,2018-07-20T15:48:00.546Z
2018-07-16T18:55:53.877Z,4_1_2_2,2,18,46,NA,flowering,NA,4,5,23,7,2018-07-20T15:48:00.546Z
2018-07-16T19:01:13.131Z,4_1_2_3,3,22,2,NA,flowering,NA,5,4,23,6,2018-07-20T15:48:00.546Z
2018-07-16T19:05:45.865Z,4_1_2_4,4,12,40,NA,flowering,NA,5,4,17,4,2018-07-20T15:48:00.546Z
2018-07-16T19:09:04.450Z,4_1_2_5,5,10,3,NA,flowering,NA,2,2,14,2,2018-07-20T15:48:00.546Z
2018-07-16T19:12:53.237Z,4_1_2_6,6,45,37,NA,flowering,NA,5,3,14,3,2018-07-20T15:48:00.546Z
2018-07-16T19:18:00.362Z,4_1_2_7,7,10,7,NA,flowering,NA,5,3,11,3,2018-07-20T15:48:00.546Z
2018-07-16T20:56:01.087Z,4_1_2_8,8,1,4,NA,flowering,NA,4,3,8,2,2018-07-20T15:48:00.546Z
2018-07-16T21:01:23.216Z,4_1_2_9,9,10,18,NA,flowering,NA,6,3,17,4,2018-07-20T15:48:00.546Z
2018-07-16T21:09:48.681Z,4_1_3_1,1,24,24,NA,flowering,NA,11,9,16,5,2018-07-20T15:48:00.546Z
2018-07-16T22:08:16.750Z,4_1_3_10,10,24,11,NA,flowering,NA,21,15,15,6,2018-07-20T15:48:00.546Z
2018-07-16T21:26:01.966Z,4_1_3_2,2,2,49,NA,flowering,NA,29,20,16,4,2018-07-20T15:48:00.546Z
2018-07-16T21:26:53.705Z,4_1_3_3,3,0,35,NA,flowering,NA,5,5,11,5,2018-07-20T15:48:00.546Z
2018-07-16T21:35:44.466Z,4_1_3_4,4,38,11,NA,flowering,NA,22,14,18,5,2018-07-20T15:48:00.546Z
2018-07-16T21:42:09.148Z,4_1_3_5,5,50,15,NA,flowering,NA,13,10,10,5,2018-07-20T15:48:00.546Z
2018-07-16T21:48:42.572Z,4_1_3_6,6,28,31,NA,flowering,NA,9,7,10,5,2018-07-20T15:48:00.546Z
2018-07-16T21:54:10.378Z,4_1_3_7,7,13,21,NA,flowering,NA,8,4,12,4,2018-07-20T15:48:00.546Z
2018-07-16T21:58:00.759Z,4_1_3_8,8,4,21,NA,flowering,NA,11,7,20,8,2018-07-20T15:48:00.546Z
2018-07-16T22:03:40.581Z,4_1_3_9,9,11,14,NA,flowering,NA,12,6,12,4,2018-07-20T15:48:00.546Z
2018-07-16T22:12:30.543Z,4_1_4_1,1,50,18,NA,flowering,NA,NA,NA,4,4,2018-07-20T15:48:00.546Z
2018-07-17T16:06:37.909Z,4_1_4_10,10,2,7,NA,flowering,NA,NA,NA,5,4,2018-07-20T15:48:00.546Z
2018-07-17T14:47:57.804Z,4_1_4_2,2,38,2,NA,flowering,NA,65,60,5,4,2018-07-20T15:48:00.546Z
2018-07-17T14:53:56.197Z,4_1_4_3,3,46,42,NA,flowering,NA,140,130,5,4,2018-07-20T15:48:00.546Z
2018-07-17T14:59:47.986Z,4_1_4_4,4,24,42,NA,flowering,NA,NA,NA,5,4,2018-07-20T15:48:00.546Z
2018-07-17T15:03:02.572Z,4_1_4_5,5,50,1,NA,flowering,NA,NA,NA,5,4,2018-07-20T15:48:00.546Z
2018-07-17T15:09:24.806Z,4_1_4_6,6,14,50,NA,flowering,NA,320,61,5,4,2018-07-20T15:48:00.546Z
2018-07-17T15:14:39.190Z,4_1_4_7,7,27,35,NA,flowering,NA,NA,NA,4,3,2018-07-20T15:48:00.546Z
2018-07-17T15:23:23.288Z,4_1_4_8,8,32,38,NA,flowering,NA,34,29,4,3,2018-07-20T15:48:00.546Z
2018-07-17T16:02:56.405Z,4_1_4_9,9,26,5,NA,flowering,NA,NA,NA,4,2,2018-07-20T15:48:00.546Z
2018-07-17T16:13:23.266Z,4_1_5_1,1,25,43,NA,flowering,NA,9,9,4,2,2018-07-20T15:48:00.546Z
2018-07-17T17:02:02.475Z,4_1_5_10,10,47,7,NA,flowering,NA,10,10,4,1,2018-07-20T15:48:00.546Z
2018-07-17T16:29:27.387Z,4_1_5_2,2,38,45,NA,flowering,NA,10,7,4,1,2018-07-20T15:48:00.546Z
2018-07-17T16:31:59.086Z,4_1_5_3,3,6,2,NA,flowering,NA,22,15,4,1,2018-07-20T15:48:00.546Z
2018-07-17T16:36:24.608Z,4_1_5_4,4,0,10,NA,flowering,NA,11,11,4,1,2018-07-20T15:48:00.546Z
2018-07-17T16:43:10.640Z,4_1_5_5,5,3,2,NA,flowering,NA,16,13,4,1,2018-07-20T15:48:00.546Z
2018-07-17T16:49:06.169Z,4_1_5_6,6,31,38,NA,flowering,NA,18,15,3,1,2018-07-20T15:48:00.546Z
2018-07-17T16:53:22.280Z,4_1_5_7,7,31,42,NA,flowering,NA,6,5,4,1,2018-07-20T15:48:00.546Z
2018-07-17T16:56:06.703Z,4_1_5_8,8,25,43,NA,flowering,NA,9,9,3,1,2018-07-20T15:48:00.546Z
2018-07-17T16:58:50.402Z,4_1_5_9,9,22,47,NA,flowering,NA,22,14,4,2,2018-07-20T15:48:00.546Z
2018-07-17T17:06:34.885Z,4_1_6_1,1,26,27,NA,flowering,NA,4,5,14,8,2018-07-20T15:48:00.546Z
2018-07-17T18:21:05.050Z,4_1_6_10,10,28,15,NA,flowering,NA,9,5,13,4,2018-07-20T15:48:00.546Z
